pool,week,import
GBTEE,2022-04-10,261
GBBFS,2022-12-18,132
GBCDF,2019-10-27,124
GBCDF,2020-02-09,143
GBDCT,2018-04-29,393
GBDCT,2023-01-08,33
GBSSH,2023-08-20,137
GBTEE,2019-08-04,206
GBTEE,2023-08-13,257
GBWID,2024-03-31,421
GBBFS,2022-03-13,66
GBBFS,2022-09-11,124
GBBFS,2023-07-16,26
GBBGH,2021-08-29,517
GBDCT,2019-01-06,253
GBFXS,2019-01-27,5296
GBFXS,2022-05-22,3275
GBGMO,2017-10-08,259
GBGMO,2019-05-19,338
GBGMO,2022-12-04,114
GBLDS,2017-02-12,353
GBLDS,2022-01-16,241
GBLDS,2022-03-06,253
GBLDS,2024-07-21,102
GBLGP,2024-01-14,1279
GBLPL,2018-12-23,527
GBMNC,2018-10-07,426
GBMNC,2021-03-28,396
GBSOU,2020-07-19,293
GBSOU,2020-12-27,167
GBSOU,2024-06-30,513
GBSSH,2019-06-30,166
GBTEE,2020-06-07,135
GBWID,2021-01-17,424
GBDCT,2022-07-24,71
GBGMO,2024-12-22,55
GBSOU,2022-07-10,404
GBSSH,2022-01-09,124
GBTEE,2018-07-08,262
GBTEE,2023-12-03,278
GBSOU,2017-03-26,178
GBSOU,2023-07-30,582
GBCDF,2017-12-31,1
GBDPT,2018-06-03,61
GBBGH,2017-08-06,1027
GBBGH,2017-10-08,951
GBBGH,2018-03-11,870
GBCDF,2020-12-13,78
GBDCT,2020-11-15,249
GBDPT,2021-02-07,43
GBDPT,2022-08-21,154
GBDPT,2023-07-30,182
GBFXS,2021-11-14,4480
GBFXS,2024-05-26,3013
GBGMO,2017-03-19,206
GBGMO,2020-09-13,328
GBGMO,2023-07-09,161
GBLDS,2018-09-23,300
GBLGP,2024-11-17,2191
GBLPL,2023-09-10,433
GBSSH,2017-02-12,119
GBSSH,2017-11-05,177
GBSSH,2018-11-04,145
GBSSH,2020-08-23,117
GBSSH,2020-11-29,117
GBTEE,2017-11-26,252
GBTEE,2022-08-14,195
GBTEE,2024-11-24,137
GBWID,2021-11-28,273
GBBGH,2018-06-03,610
GBLDS,2021-02-28,174
GBSSH,2023-05-07,143
GBBFS,2018-06-17,165
GBSSH,2024-06-23,79
GBCDF,2022-11-27,87
GBDCT,2023-03-05,94
GBLPL,2017-10-22,456
GBDPT,2021-04-04,88
GBBFS,2024-08-18,111
GBBGH,2017-04-16,966
GBBGH,2022-03-06,597
GBDCT,2017-04-02,439
GBDCT,2017-12-10,392
GBDCT,2019-06-30,353
GBDCT,2024-01-07,32
GBDPT,2020-02-23,40
GBDPT,2024-01-14,149
GBLDS,2021-12-05,186
GBLGP,2021-06-13,2132
GBLGP,2022-05-22,2467
GBLGP,2023-03-26,1477
GBLPL,2018-10-21,593
GBLPL,2022-05-08,328
GBMNC,2020-02-16,282
GBSOU,2022-04-03,369
GBSOU,2022-10-02,562
GBSSH,2022-07-10,166
GBTEE,2020-09-27,164
GBDPT,2021-05-16,110
GBDPT,2023-10-22,236
GBGMO,2024-06-09,142
GBSFD,2021-04-11,121
GBCDF,2018-10-28,0
GBBFS,2017-06-04,107
GBBFS,2017-06-11,122
GBBFS,2020-01-12,172
GBBFS,2021-06-20,79
GBBGH,2018-12-02,846
GBBGH,2021-03-14,600
GBBGH,2023-01-22,519
GBBGH,2023-05-14,470
GBCDF,2021-10-24,90
GBDCT,2017-05-14,413
GBDCT,2020-01-05,137
GBDPT,2020-10-11,72
GBDPT,2021-02-28,62
GBFXS,2020-08-09,5361
GBFXS,2020-11-29,5910
GBGMO,2018-02-25,205
GBGMO,2022-10-16,165
GBLDS,2019-06-09,340
GBLDS,2019-07-28,208
GBLDS,2020-07-12,171
GBLDS,2024-04-14,118
GBLGP,2017-12-10,1303
GBLGP,2019-10-20,1343
GBMNC,2021-04-25,293
GBSFD,2018-01-21,188
GBSOU,2020-10-11,362
GBTEE,2017-10-08,308
GBSOU,2018-08-26,365
GBSSH,2025-01-05,33
GBWID,2023-07-30,315
GBLDS,2023-06-04,119
GBLPL,2018-06-10,529
GBBFS,2020-08-16,134
GBBGH,2024-11-17,644
GBDCT,2020-02-23,201
GBFXS,2023-07-23,2589
GBFXS,2024-06-02,3047
GBFXS,2024-08-11,3164
GBGMO,2017-04-30,340
GBGMO,2021-10-03,174
GBLGP,2019-07-28,1289
GBLGP,2021-07-25,1447
GBMNC,2023-02-19,293
GBSFD,2019-04-14,233
GBSFD,2019-05-12,210
GBSFD,2020-07-19,157
GBSOU,2021-08-22,475
GBWID,2020-02-09,464
GBWID,2021-01-24,442
GBWID,2022-12-18,442
GBDCT,2018-11-18,444
GBDCT,2023-04-16,66
GBLDS,2019-11-10,200
GBSOU,2020-05-31,302
GBSSH,2022-02-27,83
GBCDF,2020-03-01,94
GBCDF,2021-12-05,63
GBFXS,2024-04-28,3180
GBCDF,2022-08-28,33
GBCDF,2023-01-01,12
GBBFS,2019-10-06,185
GBBFS,2023-04-02,54
GBBGH,2018-10-07,875
GBBGH,2019-06-16,857
GBBGH,2020-08-16,540
GBCDF,2020-11-22,99
GBCDF,2022-05-08,112
GBDCT,2018-02-18,327
GBDCT,2023-12-31,8
GBDPT,2023-09-17,270
GBFXS,2018-01-28,3888
GBFXS,2020-11-08,4902
GBFXS,2021-09-05,4916
GBFXS,2022-01-16,4583
GBFXS,2022-11-20,3230
GBGMO,2018-04-08,235
GBGMO,2019-12-22,280
GBLDS,2024-08-11,96
GBLGP,2017-04-02,1197
GBLGP,2018-09-16,1329
GBMNC,2018-09-16,463
GBMNC,2022-02-06,367
GBMNC,2022-07-17,228
GBSFD,2020-11-15,169
GBSOU,2019-11-17,94
GBSOU,2024-03-31,556
GBSSH,2020-06-21,139
GBTEE,2021-09-19,283
GBWID,2018-02-04,706
GBWID,2019-12-15,404
GBWID,2024-08-04,430
GBDCT,2018-11-11,392
GBGMO,2019-05-12,263
GBLPL,2017-05-28,421
GBLPL,2022-01-09,225
GBSOU,2020-08-23,263
GBSSH,2024-11-17,131
GBTEE,2019-09-29,292
GBBFS,2023-02-12,120
GBBGH,2023-10-01,491
GBBGH,2024-03-10,440
GBCDF,2018-09-16,2
GBCDF,2019-11-03,162
GBCDF,2022-01-23,89
GBFXS,2017-07-09,5764
GBFXS,2020-01-19,4295
GBGMO,2018-04-01,266
GBLDS,2020-09-13,186
GBLDS,2023-04-16,125
GBLGP,2021-03-21,2351
GBLGP,2021-08-01,1611
GBLGP,2024-10-13,1018
GBLPL,2020-09-06,323
GBLPL,2020-12-27,273
GBLPL,2021-06-13,381
GBLPL,2023-12-31,93
GBLPL,2024-01-07,515
GBMNC,2024-02-11,255
GBSFD,2017-10-29,174
GBSFD,2020-09-20,266
GBSOU,2021-12-19,366
GBSOU,2022-05-22,587
GBSSH,2018-01-21,230
GBSSH,2019-02-03,161
GBTEE,2019-02-03,293
GBTEE,2023-09-10,255
GBWID,2018-07-01,486
GBWID,2022-05-08,285
GBSSH,2021-12-26,109
GBCDF,2024-09-22,65
GBTEE,2018-12-30,102
GBLDS,2023-01-01,23
GBSSH,2021-01-03,27
GBBGH,2020-06-28,355
GBBGH,2020-12-06,589
GBDCT,2022-02-27,152
GBDPT,2021-09-19,101
GBFXS,2020-05-10,3454
GBFXS,2023-12-24,2075
GBGMO,2019-01-27,300
GBGMO,2019-08-04,312
GBGMO,2023-09-03,120
GBGMO,2024-03-10,79
GBLDS,2019-08-18,234
GBLDS,2022-10-30,189
GBLDS,2022-11-06,164
GBLDS,2024-06-09,121
GBLDS,2024-07-07,49
GBLGP,2019-08-11,1179
GBLGP,2021-11-14,1761
GBLGP,2022-05-08,2478
GBSOU,2023-08-13,446
GBSSH,2020-04-26,125
GBTEE,2021-03-07,248
GBTEE,2021-08-01,238
GBWID,2020-12-20,363
GBWID,2023-08-13,333
GBBFS,2021-05-09,154
GBDCT,2024-07-07,94
GBDPT,2022-01-02,18
GBLDS,2021-07-18,215
GBWID,2023-03-12,401
GBBFS,2018-03-25,128
GBWID,2024-08-25,312
GBDPT,2018-06-24,30
GBBFS,2019-07-28,165
GBBFS,2019-11-17,120
GBBGH,2017-05-14,1023
GBBGH,2019-11-17,780
GBBGH,2021-06-13,606
GBBGH,2021-11-07,496
GBCDF,2021-09-26,85
GBFXS,2018-01-21,4853
GBFXS,2020-09-27,4656
GBGMO,2017-01-15,231
GBGMO,2023-05-21,175
GBLDS,2017-06-25,391
GBLDS,2022-01-30,198
GBLGP,2019-03-31,1747
GBLPL,2017-07-30,288
GBLPL,2019-04-21,477
GBSFD,2018-08-05,192
GBSFD,2023-12-17,273
GBSOU,2021-09-19,441
GBSSH,2019-04-28,135
GBTEE,2018-10-14,291
GBTEE,2019-04-21,187
GBTEE,2020-02-16,203
GBTEE,2020-08-30,150
GBTEE,2023-03-19,110
GBWID,2023-04-23,369
GBBFS,2021-08-08,83
GBBGH,2024-11-24,611
GBDCT,2024-10-13,126
GBGMO,2023-06-04,164
GBSSH,2018-01-07,72
GBCDF,2023-02-19,162
GBTEE,2018-01-07,210
GBDPT,2020-07-19,19
GBBGH,2019-03-24,665
GBDPT,2021-08-08,69
GBFXS,2019-08-25,5112
GBFXS,2020-02-09,5004
GBGMO,2018-08-05,258
GBGMO,2021-03-21,132
GBGMO,2021-08-08,205
GBGMO,2022-08-14,128
GBGMO,2024-07-14,119
GBLDS,2018-09-16,314
GBLPL,2018-07-29,849
GBMNC,2018-12-09,464
GBSFD,2020-01-19,216
GBSFD,2023-04-09,280
GBSOU,2021-01-31,393
GBSOU,2021-02-14,350
GBSSH,2023-05-14,137
GBSSH,2024-10-06,118
GBWID,2020-12-13,407
GBWID,2024-06-30,341
GBBGH,2023-11-12,394
GBLDS,2023-10-08,167
GBSFD,2021-12-26,290
GBSOU,2019-02-03,107
GBLPL,2024-08-18,310
GBSFD,2017-10-15,162
GBBFS,2022-12-04,70
GBBFS,2017-09-17,215
GBBFS,2024-02-11,41
GBBGH,2018-05-06,904
GBBGH,2019-05-19,825
GBBGH,2021-07-18,638
GBBGH,2022-08-14,470
GBCDF,2017-11-26,6
GBCDF,2020-03-15,123
GBCDF,2024-08-25,38
GBDPT,2022-01-09,88
GBDPT,2022-07-10,90
GBFXS,2020-09-20,4071
GBGMO,2023-10-15,147
GBLDS,2017-05-14,354
GBLDS,2017-05-28,396
GBLDS,2019-03-10,293
GBLGP,2022-09-18,1652
GBLGP,2024-03-03,974
GBLGP,2024-03-10,1368
GBLGP,2024-05-05,1274
GBLPL,2018-03-18,555
GBLPL,2021-12-12,438
GBLPL,2024-11-17,431
GBMNC,2021-09-26,330
GBSFD,2021-06-27,366
GBSOU,2021-03-21,456
GBSOU,2021-08-29,414
GBSOU,2021-09-26,374
GBSOU,2021-11-21,384
GBSOU,2022-05-01,475
GBSSH,2017-03-19,172
GBWID,2020-08-23,565
GBWID,2021-01-10,346
GBWID,2022-10-30,505
GBBFS,2018-10-07,123
GBBFS,2021-11-14,41
GBDCT,2023-02-05,32
GBLPL,2017-05-14,248
GBMNC,2019-10-20,432
GBSFD,2019-12-22,242
GBSFD,2023-05-28,370
GBSSH,2024-06-02,92
GBDPT,2018-11-11,31
GBSSH,2025-01-12,117
GBBGH,2021-07-11,528
GBDCT,2023-07-02,73
GBFXS,2017-02-26,2798
GBFXS,2020-03-29,3160
GBLDS,2021-12-19,154
GBLDS,2023-01-22,118
GBLGP,2017-04-09,2185
GBLGP,2020-08-30,1496
GBLGP,2023-07-09,1803
GBLPL,2018-02-25,539
GBLPL,2024-04-21,319
GBLPL,2024-11-03,410
GBSFD,2018-05-13,171
GBSOU,2019-05-12,104
GBSOU,2022-01-30,382
GBSSH,2023-04-30,147
GBTEE,2022-06-26,193
GBWID,2020-09-13,558
GBWID,2023-02-26,400
GBWID,2023-06-11,299
GBWID,2025-01-12,224
GBDPT,2023-01-15,146
GBFXS,2023-12-31,390
GBLDS,2024-02-04,103
GBLPL,2021-08-01,500
GBSSH,2021-05-09,76
GBSSH,2024-12-15,90
GBTEE,2020-01-26,230
GBBFS,2023-04-16,73
GBBGH,2023-07-16,382
GBBGH,2024-04-07,449
GBBGH,2024-04-21,400
GBCDF,2020-07-19,237
GBDCT,2017-02-05,399
GBDCT,2018-12-09,351
GBDCT,2024-02-18,94
GBFXS,2018-12-30,1836
GBFXS,2024-06-09,2806
GBLDS,2020-11-08,172
GBLPL,2017-10-01,288
GBLPL,2018-07-15,400
GBSFD,2019-11-17,161
GBSFD,2021-07-11,205
GBSOU,2024-12-01,480
GBSSH,2019-11-10,163
GBTEE,2023-05-21,172
GBWID,2023-01-08,251
GBBGH,2018-02-11,1000
GBFXS,2022-06-05,1723
GBGMO,2023-02-05,168
GBSFD,2020-02-02,212
GBSFD,2022-03-13,350
GBWID,2022-12-04,332
GBBFS,2020-06-28,84
GBBFS,2024-07-28,54
GBCDF,2021-06-13,96
GBDPT,2020-08-09,35
GBDPT,2024-09-01,207
GBFXS,2017-08-13,4165
GBFXS,2019-05-12,4734
GBFXS,2022-09-18,4466
GBGMO,2020-05-10,216
GBLDS,2019-10-20,277
GBLDS,2023-09-10,170
GBLDS,2024-10-27,110
GBLGP,2023-08-20,1547
GBMNC,2019-07-07,453
GBSFD,2019-02-03,242
GBSFD,2021-04-25,181
GBSSH,2017-06-11,146
GBTEE,2024-02-04,225
GBWID,2019-10-20,572
GBLPL,2023-03-19,301
GBSOU,2023-01-01,293
GBTEE,2019-05-12,248
GBTEE,2020-07-05,169
GBMNC,2024-05-05,295
GBSSH,2022-05-29,102
GBBFS,2017-05-07,118
GBBGH,2019-01-13,953
GBCDF,2020-02-23,113
GBDCT,2017-02-12,423
GBDPT,2021-07-25,66
GBFXS,2019-04-14,4663
GBFXS,2023-03-12,2440
GBGMO,2022-04-03,90
GBLDS,2017-05-21,362
GBLDS,2018-10-21,325
GBLDS,2019-08-11,254
GBLDS,2022-02-13,189
GBLDS,2022-03-20,188
GBLGP,2023-08-13,1818
GBLPL,2023-04-09,295
GBSFD,2022-10-30,350
GBSFD,2023-06-18,394
GBSOU,2021-10-10,538
GBSOU,2023-12-03,569
GBSOU,2024-08-18,594
GBTEE,2018-09-09,337
GBTEE,2020-10-18,187
GBTEE,2022-10-30,194
GBTEE,2024-05-05,337
GBBFS,2017-07-09,125
GBBFS,2022-08-21,107
GBDPT,2022-08-07,110
GBLPL,2024-02-25,366
GBMNC,2021-08-08,467
GBSOU,2022-12-18,330
GBSOU,2023-07-02,572
GBLDS,2023-02-19,181
GBBFS,2018-01-28,224
GBBFS,2024-06-30,45
GBDCT,2017-12-24,392
GBDCT,2020-09-27,330
GBDCT,2020-11-01,248
GBDCT,2024-11-24,202
GBDPT,2024-09-15,184
GBFXS,2020-09-06,4946
GBGMO,2017-03-05,137
GBGMO,2019-02-03,267
GBGMO,2022-01-09,117
GBGMO,2022-09-18,136
GBGMO,2024-03-17,129
GBLDS,2018-05-20,262
GBLGP,2021-09-19,1764
GBMNC,2017-01-08,566
GBMNC,2018-05-06,518
GBMNC,2019-09-15,446
GBSFD,2021-01-10,143
GBSOU,2017-04-02,515
GBSOU,2021-03-07,384
GBSOU,2022-04-24,526
GBSSH,2017-04-23,111
GBTEE,2021-08-15,291
GBWID,2019-06-30,611
GBWID,2022-04-03,268
GBBGH,2023-01-15,690
GBDCT,2017-08-13,493
GBDCT,2019-12-15,379
GBDPT,2023-12-03,204
GBTEE,2022-01-09,194
GBBFS,2023-06-25,112
GBBGH,2017-07-02,411
GBDCT,2019-01-27,423
GBDCT,2019-05-05,378
GBDPT,2023-10-08,237
GBDPT,2024-01-21,118
GBFXS,2020-03-08,5383
GBFXS,2023-01-01,1211
GBLDS,2021-11-14,116
GBLDS,2022-10-16,187
GBLPL,2017-01-29,481
GBLPL,2018-04-08,481
GBLPL,2018-04-22,566
GBLPL,2020-08-02,407
GBMNC,2018-12-30,155
GBSFD,2017-07-09,87
GBSFD,2022-11-27,306
GBSOU,2018-01-21,162
GBSSH,2023-03-05,231
GBTEE,2017-07-09,149
GBTEE,2019-03-03,316
GBTEE,2020-11-29,131
GBWID,2018-02-11,628
GBWID,2021-09-05,372
GBBFS,2021-07-25,116
GBBGH,2020-10-25,581
GBMNC,2023-10-22,321
GBCDF,2022-10-30,76
GBWID,2020-07-05,286
GBMNC,2024-09-22,274
GBWID,2022-03-27,309
GBBFS,2019-06-09,233
GBBFS,2020-10-04,117
GBBFS,2021-04-11,106
GBBGH,2021-11-21,510
GBBGH,2022-11-13,602
GBCDF,2021-06-20,109
GBDCT,2019-05-26,372
GBDPT,2020-04-26,53
GBFXS,2017-09-03,4052
GBFXS,2018-07-22,3770
GBFXS,2020-06-14,3855
GBFXS,2023-04-02,2344
GBFXS,2024-02-04,3356
GBGMO,2020-01-19,273
GBLDS,2017-10-01,396
GBLDS,2019-03-24,222
GBLGP,2022-06-19,2816
GBMNC,2017-12-10,723
GBMNC,2019-04-14,376
GBMNC,2022-08-21,303
GBSFD,2020-10-25,204
GBSFD,2022-08-28,267
GBSSH,2018-10-07,187
GBSSH,2019-05-19,187
GBWID,2017-01-29,471
GBBGH,2019-09-22,781
GBLDS,2023-12-03,143
GBSSH,2019-10-06,187
GBLDS,2024-03-31,141
GBBFS,2023-08-06,54
GBBGH,2019-04-07,630
GBBGH,2020-11-01,575
GBDCT,2019-09-15,332
GBDCT,2021-11-28,79
GBFXS,2019-03-24,4058
GBFXS,2023-10-01,3648
GBFXS,2024-06-23,2791
GBGMO,2017-05-07,211
GBGMO,2017-07-16,225
GBGMO,2018-09-09,216
GBLGP,2017-12-17,1173
GBMNC,2023-10-08,343
GBMNC,2024-01-07,96
GBSOU,2018-09-02,341
GBSOU,2020-09-13,317
GBSOU,2020-11-08,356
GBSSH,2022-03-13,176
GBTEE,2019-09-22,272
GBWID,2019-02-10,646
GBWID,2022-08-07,226
GBBFS,2018-07-22,188
GBBFS,2022-09-04,99
GBBFS,2023-09-24,64
GBDCT,2020-07-26,319
GBDPT,2023-05-28,168
GBSFD,2017-10-08,178
GBSFD,2019-11-03,194
GBTEE,2017-04-09,202
GBCDF,2022-04-10,102
GBDCT,2022-04-17,50
GBDCT,2023-06-25,69
GBDPT,2020-01-19,120
GBBFS,2018-09-16,191
GBBFS,2018-09-30,159
GBBFS,2019-08-04,167
GBBGH,2018-10-28,778
GBCDF,2020-09-27,142
GBCDF,2021-07-04,130
GBDPT,2021-04-25,79
GBFXS,2017-10-22,4158
GBFXS,2019-04-28,4410
GBFXS,2020-11-22,5020
GBFXS,2022-03-27,4225
GBFXS,2022-08-07,3208
GBFXS,2023-12-10,2795
GBGMO,2023-04-02,161
GBLDS,2017-01-08,338
GBLDS,2020-08-30,104
GBLDS,2022-05-01,185
GBLGP,2017-05-07,1398
GBLGP,2019-07-21,1307
GBLGP,2021-04-18,2301
GBLGP,2024-08-25,1043
GBLPL,2020-11-22,342
GBLPL,2024-02-18,271
GBLPL,2024-06-09,233
GBMNC,2024-11-03,260
GBSFD,2021-07-25,333
GBSOU,2017-12-31,208
GBSOU,2022-10-09,492
GBSSH,2017-03-05,161
GBSSH,2018-04-08,140
GBSSH,2018-09-02,142
GBTEE,2021-06-13,280
GBTEE,2021-11-28,292
GBWID,2017-11-19,538
GBBFS,2024-09-01,126
GBDCT,2023-11-12,33
GBSFD,2020-12-13,144
GBSSH,2021-10-24,129
GBCDF,2019-09-22,154
GBDCT,2017-08-06,431
GBCDF,2018-01-14,0
GBBFS,2021-10-31,89
GBBGH,2018-09-30,681
GBBGH,2022-02-13,530
GBDPT,2023-06-18,212
GBFXS,2017-11-26,4049
GBFXS,2024-12-22,2944
GBGMO,2022-03-13,155
GBLDS,2021-10-17,150
GBLGP,2018-06-24,2000
GBLGP,2019-05-19,1596
GBLPL,2021-09-19,550
GBLPL,2022-02-13,482
GBSFD,2020-06-07,112
GBSFD,2024-06-02,298
GBSOU,2020-07-12,281
GBTEE,2017-07-30,246
GBTEE,2020-07-19,236
GBTEE,2021-08-22,314
GBWID,2018-12-09,711
GBWID,2021-02-21,410
GBWID,2021-10-31,398
GBBGH,2024-12-08,590
GBCDF,2020-02-16,96
GBSFD,2024-10-27,367
GBMNC,2024-03-31,234
GBCDF,2018-06-17,25
GBDPT,2018-07-01,42
GBBFS,2019-10-20,131
GBBFS,2021-12-05,148
GBBFS,2024-07-21,88
GBBGH,2022-03-27,393
GBCDF,2022-10-02,94
GBFXS,2017-08-20,3106
GBFXS,2022-07-17,3983
GBGMO,2020-07-19,239
GBGMO,2020-08-30,274
GBGMO,2021-08-15,193
GBLDS,2018-04-22,293
GBLGP,2018-04-15,2200
GBLGP,2023-05-14,1589
GBLPL,2021-11-14,262
GBSFD,2022-08-14,333
GBSOU,2017-07-02,344
GBSOU,2020-12-20,228
GBSSH,2021-05-16,122
GBWID,2017-08-27,484
GBWID,2022-07-24,279
GBWID,2024-09-01,321
GBWID,2024-09-29,448
GBDCT,2022-04-03,44
GBGMO,2017-06-25,279
GBSSH,2022-12-11,155
GBTEE,2022-09-11,218
GBLDS,2022-11-13,124
GBCDF,2018-08-05,3
GBBFS,2017-03-26,134
GBBFS,2021-10-24,133
GBBGH,2017-08-20,1320
GBBGH,2017-10-01,1003
GBBGH,2019-02-24,901
GBDCT,2017-04-09,380
GBDCT,2022-10-02,33
GBFXS,2021-11-28,4964
GBGMO,2023-09-10,214
GBLDS,2017-11-19,379
GBLGP,2022-04-24,1962
GBLGP,2022-09-11,1840
GBLPL,2018-12-16,554
GBLPL,2019-03-17,542
GBLPL,2020-05-10,497
GBMNC,2020-11-15,423
GBSOU,2021-01-10,315
GBSSH,2017-12-24,144
GBSSH,2019-08-18,200
GBTEE,2019-09-01,267
GBTEE,2021-11-21,260
GBWID,2020-01-05,292
GBBGH,2017-01-29,1088
GBLGP,2017-08-06,1433
GBSOU,2020-06-21,302
GBBGH,2024-07-14,556
GBLPL,2018-07-01,531
GBCDF,2018-07-01,30
GBBFS,2019-09-22,182
GBBGH,2022-02-27,324
GBBGH,2023-10-15,511
GBDCT,2023-07-23,77
GBDPT,2023-11-05,204
GBFXS,2020-02-16,3474
GBFXS,2023-03-19,1655
GBFXS,2024-06-16,3917
GBGMO,2017-05-28,255
GBLDS,2018-03-18,422
GBLGP,2018-06-10,1780
GBLGP,2021-04-11,2160
GBLPL,2019-03-03,679
GBMNC,2019-06-23,468
GBSOU,2019-05-05,153
GBSSH,2020-04-19,85
GBSSH,2024-11-10,143
GBTEE,2019-03-17,351
GBTEE,2024-06-09,295
GBWID,2018-08-26,595
GBWID,2021-01-31,521
GBBFS,2020-04-05,220
GBBFS,2022-05-15,69
GBBGH,2021-01-24,481
GBCDF,2019-09-29,171
GBCDF,2021-05-09,78
GBDPT,2024-03-24,191
GBDPT,2022-02-06,119
GBBFS,2017-06-18,161
GBBGH,2019-08-04,719
GBDCT,2019-08-18,362
GBFXS,2019-11-10,4029
GBFXS,2020-03-22,3753
GBFXS,2020-08-30,4480
GBGMO,2020-02-02,211
GBLGP,2017-09-24,1194
GBLGP,2018-06-03,1315
GBLGP,2022-11-13,1517
GBLGP,2024-04-14,1513
GBLGP,2024-11-24,2239
GBLPL,2019-10-20,643
GBMNC,2017-11-12,803
GBSFD,2018-05-06,210
GBSOU,2017-04-09,609
GBSOU,2018-06-10,260
GBSOU,2024-01-28,445
GBSSH,2024-01-28,77
GBDCT,2024-03-17,123
GBGMO,2023-12-31,51
GBLDS,2018-03-04,208
GBLPL,2017-12-24,508
GBLPL,2023-07-30,271
GBLPL,2023-09-03,359
GBBFS,2019-06-02,206
GBBFS,2020-03-22,123
GBBFS,2021-04-04,20
GBBGH,2020-07-19,565
GBDPT,2022-12-18,122
GBFXS,2021-10-24,5644
GBGMO,2020-12-13,288
GBGMO,2022-09-11,131
GBLDS,2024-09-01,64
GBLGP,2018-11-11,1178
GBLGP,2019-11-17,1054
GBLGP,2019-12-22,1323
GBLGP,2020-04-26,1454
GBMNC,2021-07-04,330
GBSFD,2018-08-19,276
GBSFD,2018-09-30,200
GBSFD,2019-08-04,220
GBSOU,2019-10-27,120
GBSSH,2018-10-14,149
GBWID,2018-05-06,449
GBCDF,2024-12-22,67
GBGMO,2021-12-05,234
GBSOU,2021-03-14,369
GBSSH,2019-11-17,125
GBSSH,2022-03-06,106
GBBFS,2018-02-18,169
GBBFS,2020-11-29,151
GBBFS,2021-08-15,91
GBDPT,2020-03-22,83
GBFXS,2019-09-22,5606
GBFXS,2021-01-03,2572
GBFXS,2024-10-20,4133
GBGMO,2019-10-27,262
GBLDS,2024-06-16,88
GBLGP,2018-01-21,1523
GBLGP,2024-12-22,1250
GBLPL,2020-10-25,473
GBMNC,2019-06-16,448
GBMNC,2024-04-14,226
GBSFD,2017-11-26,165
GBSFD,2020-11-01,205
GBSFD,2021-03-07,250
GBSSH,2017-08-20,173
GBSSH,2019-12-08,147
GBSSH,2021-11-14,163
GBBFS,2019-04-28,100
GBCDF,2021-07-11,89
GBCDF,2022-11-20,118
GBDPT,2020-05-17,4
GBDPT,2023-05-14,172
GBLGP,2023-01-08,1261
GBDCT,2023-08-20,49
GBTEE,2024-07-07,169
GBCDF,2022-09-11,71
GBSSH,2019-05-05,177
GBBFS,2021-04-18,93
GBBFS,2022-06-26,151
GBBGH,2019-05-05,992
GBBGH,2023-01-08,421
GBDCT,2020-03-15,307
GBDCT,2020-06-21,192
GBDCT,2021-09-12,87
GBDPT,2020-12-27,32
GBFXS,2022-12-11,2761
GBGMO,2017-12-17,243
GBGMO,2018-07-29,306
GBGMO,2019-07-14,304
GBLDS,2021-11-21,132
GBLGP,2020-11-29,1508
GBLPL,2018-07-22,529
GBLPL,2018-09-02,415
GBLPL,2020-03-08,588
GBMNC,2017-07-30,710
GBSFD,2018-03-04,107
GBSFD,2022-01-23,381
GBSOU,2017-01-29,401
GBSOU,2017-11-05,595
GBSOU,2021-04-11,373
GBSOU,2021-09-12,401
GBSSH,2018-01-14,248
GBTEE,2023-02-12,165
GBWID,2017-02-12,367
GBWID,2019-02-03,603
GBWID,2020-06-21,325
GBBFS,2022-02-27,31
GBBFS,2024-03-31,101
GBBGH,2024-04-14,407
GBCDF,2020-12-06,96
GBCDF,2024-07-14,75
GBDCT,2023-09-17,98
GBGMO,2017-11-05,195
GBLPL,2025-01-05,268
GBSFD,2020-06-21,103
GBSFD,2020-12-27,90
GBSOU,2021-12-05,421
GBSSH,2019-06-16,190
GBTEE,2019-10-06,219
GBTEE,2022-03-13,273
GBCDF,2020-04-19,74
GBLDS,2022-07-10,150
GBTEE,2019-06-02,206
GBCDF,2017-08-13,1
GBBFS,2020-12-13,248
GBBGH,2020-01-19,505
GBCDF,2024-06-09,73
GBFXS,2020-08-16,5517
GBFXS,2024-12-01,3412
GBGMO,2018-04-15,245
GBGMO,2018-07-22,258
GBLDS,2022-05-22,169
GBLGP,2018-03-18,2532
GBLGP,2019-12-08,1118
GBLPL,2018-09-23,513
GBLPL,2024-11-10,362
GBMNC,2018-07-15,360
GBSFD,2023-07-09,507
GBTEE,2017-04-16,173
GBWID,2017-10-15,568
GBWID,2021-04-04,468
GBWID,2024-08-11,433
GBBFS,2018-11-11,131
GBLDS,2021-12-12,164
GBMNC,2021-08-22,319
GBTEE,2024-06-02,225
GBDPT,2021-06-27,86
GBBGH,2019-10-13,744
GBBGH,2022-04-03,343
GBCDF,2019-05-12,80
GBDCT,2020-07-19,277
GBDPT,2020-09-20,107
GBFXS,2019-07-07,5243
GBFXS,2024-08-04,3337
GBGMO,2018-04-29,195
GBGMO,2021-04-04,204
GBLDS,2017-01-15,435
GBLDS,2019-03-31,193
GBLGP,2020-12-13,1270
GBMNC,2021-01-31,435
GBSFD,2019-09-01,174
GBSOU,2018-06-24,574
GBSOU,2022-07-31,541
GBSOU,2023-03-05,651
GBSOU,2023-04-16,726
